path_id	project_id	project_number	skill
106	0	7	Adapter son management au contexte organisationnel
106	0	8	Rédiger des écrits professionnels
106	0	8	Concevoir une communication digitale
106	0	8	Établir des relations de qualité avec les parties prenantes
106	0	8	Communiquer efficacement en anglais
106	0	8	Utiliser les logiciels bureautiques et les outils collaboratifs
106	0	9	Élaborer et piloter un projet
106	0	10	Réaliser un mémoire professionnel
536	0	1	Réaliser une veille sur les méthodes de vente
536	0	1	Définir le cadre de votre formation
536	0	1	Adopter une posture de commercial
536	0	2	Sourcer des prospects qualifiés
536	0	2	Analyser le marché d'un secteur
536	0	2	Organiser une activité commerciale à l'aide d'un CRM
536	0	3	Suivre les résultats d'une prospection
536	0	3	Maîtriser un pitch commercial
536	0	3	Mener des entretiens de prospection
536	0	4	Réaliser un entretien de vente
536	0	4	Présenter une proposition commerciale tarifée
536	0	4	Préparer un rendez-vous commercial
536	0	4	Traiter les objections d'un prospect
536	0	5	Contractualiser dans le respect des exigences légales
536	0	5	Négocier les conditions d'une vente
536	0	6	Capitaliser sur les clients existants
536	0	6	Réaliser des ventes additionnelles pour les clients existants
536	0	6	Gérer un portefeuille clients
536	0	6	Analyser les ventes pour développer la performance commerciale
102	0	1	Définir le cadre de votre formation
102	0	2	Identifier vos compétences existantes et vos motivations pour ce métier
102	0	2	Construire pas à pas son projet professionnel
102	0	3	Sécuriser Windows avec Active Directory
102	0	3	Configurer des VLAN avec un switch
102	0	3	Configurer un pare-feu
102	0	3	Sécuriser un serveur web Apache
102	0	3	Installer une infrastructure virtuelle
102	0	3	Configurer un serveur Linux sécurisé
102	0	4	Définir les exigences de sécurité
102	0	4	Rédiger des tests de sécurité
102	0	4	Détecter les vulnérabilités dans le code
102	0	5	Rédiger un plan d'audit
102	0	5	Conduire des tests d'intrusion
102	0	6	Configurer la journalisation des éléments du SI
102	0	6	Proposer des scénarios de corrélation
102	0	6	Concevoir une architecture de surveillance de la sécurité SI
102	0	7	Rédiger un rapport d'incident de sécurité
102	0	7	Réaliser une analyse forensics
102	0	8	Réaliser un CV
102	0	9	Rédiger une Politique de Sécurité SI
102	0	9	Analyser les risques SI
102	0	10	Effectuer une veille technologique, réglementaire, économique sur la sécurité des SI
102	0	11	Effectuer un bilan de formation
592	0	1	Adopter la posture d'un Business Intelligence Analyst
592	0	1	Identifier les soft skills propres au métier de Business Intelligence Analyst
592	0	2	Analyser les données de l'utilisateur en sélectionnant une méthodologie adaptée
592	0	2	Présenter les données aux utilisateurs en mobilisant les techniques de data visualisation
592	0	3	Rédiger des scripts simples en SQL pour aider à la prise de décision business
592	0	3	Charger des données dans une base de données
592	0	4	Collecter des données en appliquant les normes de protection
592	0	4	Documenter et transférer des données à une zone de préparation en respectant les normes
592	0	4	Préparer des données en garantissant le respect des processus qualité
592	0	5	Maintenir à jour un catalogue de données afin de garantir son accessibilité
592	0	5	Justifier la cohérence des résultats des requêtes SQL avec la problématique métier
592	0	5	Synthétiser les besoins métiers des utilisateurs dans la base de données
592	0	5	Rédiger des scripts avancés en SQL
592	0	6	Synthétiser les incohérences résolues et restantes afin de créer un plan d'action
592	0	6	Réaliser des analyses univariées afin de valider la qualité globale des données
592	0	6	Traiter les problèmes de qualité de données
592	0	6	Identifier les problèmes de qualité des données afin de les corriger avant une analyse
592	0	7	Présenter un tableau de bord aux utilisateurs permettant de visualiser les résultats
592	0	7	Identifier les besoins d’un projet pour réaliser un dashboard adapté
592	0	7	Configurer un tableau de bord en fonction des besoins utilisateurs
592	0	8	Effectuer une analyse de corrélation
592	0	8	Réaliser une analyse multivariée
592	0	8	Convaincre le client de la pertinence des résultas en justifiant de la méthodologie suivie
592	0	8	Réaliser une régression linéaire afin de réaliser des estimations ou prédictions
592	0	8	Présenter une analyse prédictive
592	0	9	Présenter les données aux utilisateurs en mobilisant les techniques de data visualisation
592	0	9	Adopter la posture d'un Business Intelligence Analyst
592	0	9	Analyser un besoin client pour formuler des questions analytiques
324	0	1	Définir le cadre de votre formation
324	0	2	Synthétiser des résultats à destination d'un client
324	0	2	Générer des graphiques adaptés aux types de données
324	0	2	Interpréter les informations provenant d'un dashboard
324	0	3	Effectuer des requêtes SQL pour répondre à une problématique métier
324	0	3	Créer des tables dans une base de données
324	0	3	Charger des données dans une base de données
324	0	3	Mettre à jour un catalogue de données
324	0	3	Créer le schéma d'une base de données
324	0	4	Créer un environnement de développement
324	0	4	Utiliser des librairies spécialisées pour les traitements data
324	0	4	Manipuler des DataFrames
324	0	5	Réaliser une analyse univariée pour interpréter des données
324	0	5	Classifier différents types de données
324	0	5	Gérer les erreurs et les incohérences présentes sur des données stockées
324	0	6	Réaliser un test statistique
324	0	6	Analyser des séries temporelles
324	0	6	Réaliser une analyse bivariée pour interpréter des données
324	0	7	Collecter des données en respectant le RGPD
324	0	7	Préparer des données pour l'analyse en respectant les normes internes à l’entreprise
324	0	7	Transférer des données vers une zone de préparation
324	0	8	Générer des graphiques adaptés aux types de données
324	0	8	Analyser un besoin client pour formuler des questions analytiques
324	0	8	Synthétiser des résultats à destination d'un client
324	0	8	Créer un tableau de bord répondant à des questions analytiques
324	0	9	Effectuer un clustering simple
324	0	9	Explorer des données pour synthétiser des variables
324	0	10	Opérer des classifications automatiques pour partitionner les données
324	0	10	Réaliser une régression linéaire
324	0	10	Réaliser une régression logistique
324	0	10	Réaliser une analyse prédictive
164	0	1	Définir le cadre de votre formation
164	0	2	Effectuer une représentation graphique à l'aide d'une librairie Python adaptée
164	0	2	Mettre en place un environnement Python
164	0	2	Manipuler des données avec des librairies Python spécialisées
164	0	2	Utiliser un notebook Jupyter pour faciliter la rédaction du code et la collaboration
164	0	2	Maîtriser les opérations fondamentales du langage Python pour la Data Science
164	0	3	Effectuer des opérations de nettoyage sur des données structurées
164	0	3	Effectuer une analyse statistique univariée
164	0	3	Communiquer ses résultats à l’aide de représentations graphiques lisibles et pertinentes
164	0	3	Effectuer une analyse statistique multivariée
164	0	4	Évaluer les performances d’un modèle d'apprentissage supervisé
164	0	4	Transformer les variables pertinentes d'un modèle d'apprentissage supervisé
164	0	4	Adapter les hyperparamètres d'un algorithme d'apprentissage supervisé afin de l'améliorer
164	0	4	Mettre en place le modèle d'apprentissage supervisé adapté au problème métier
164	0	5	Mettre en place le modèle d'apprentissage non supervisé adapté au problème métier
164	0	5	Transformer les variables pertinentes d'un modèle d'apprentissage non supervisé
164	0	5	Évaluer les performances d’un modèle d'apprentissage non supervisé
164	0	5	Adapter les hyperparamètres d'un algorithme non supervisé afin de l'améliorer
164	0	6	Prétraiter des données texte pour obtenir un jeu de données exploitable
164	0	6	Prétraiter des données image pour obtenir un jeu de données exploitable
164	0	6	Représenter graphiquement des données à grandes dimensions
164	0	6	Mettre en œuvre des techniques de réduction de dimension
164	0	7	Rédiger une note méthodologique afin de communiquer sa démarche de modélisation
164	0	7	Déployer un modèle via une API dans le Web
164	0	7	Utiliser un logiciel de version de code pour assurer l’intégration du modèle
164	0	7	Réaliser un dashboard pour présenter son travail de modélisation
164	0	7	Présenter son travail de modélisation à l'oral
164	0	8	Paralléliser des opérations de calcul avec Pyspark
164	0	8	Utiliser les outils du cloud pour manipuler des données dans un environnement Big Data
164	0	8	Identifier les outils du cloud permettant de mettre en place un environnement Big Data
148	0	1	Définir le cadre de votre formation
148	0	2	Effectuer des opérations de nettoyage sur des données structurées
148	0	2	Effectuer une analyse statistique univariée
148	0	2	Communiquer ses résultats à l’aide de représentations graphiques lisibles et pertinentes
148	0	2	Effectuer une analyse statistique multivariée
148	0	3	Évaluer les performances d’un modèle d'apprentissage supervisé
148	0	3	Transformer les variables pertinentes d'un modèle d'apprentissage supervisé
148	0	3	Adapter les hyperparamètres d'un algorithme d'apprentissage supervisé afin de l'améliorer
148	0	3	Mettre en place le modèle d'apprentissage supervisé adapté au problème métier
148	0	4	Mettre en place le modèle d'apprentissage non supervisé adapté au problème métier
148	0	4	Transformer les variables pertinentes d'un modèle d'apprentissage non supervisé
148	0	4	Évaluer les performances d’un modèle d'apprentissage non supervisé
148	0	4	Adapter les hyperparamètres d'un algorithme non supervisé afin de l'améliorer
148	0	5	Représenter graphiquement des données à grandes dimensions
148	0	5	Prétraiter des données non structurées pour obtenir un jeu de données exploitable
148	0	5	Mettre en œuvre des techniques de réduction de dimension
148	0	5	Mettre en œuvre des techniques d’extraction de features pour des données non structurées
148	0	6	Transformer les variables pertinentes d'un modèle de Deep Learning
148	0	6	Adapter les paramètres d'un modèle de Deep Learning afin de l’améliorer
148	0	6	Mettre en place un modèle de Deep Learning
148	0	6	Sélectionner un modèle d'apprentissage Deep Learning adapté à une problèmatique métier
148	0	6	Évaluer les performances d’un modèle de Deep Learning
148	0	7	Réaliser une veille sur les évolutions de la Data Science
148	0	7	Développer une preuve de concept pour résoudre un problème de Data science
148	0	7	"Identifier les méthodes ""état de l'art"" pour résoudre un problème de Data science"
148	0	7	Identifier des sources d'informations fiables et pertinentes
148	0	8	Présenter son code aux standards PEP 8
148	0	8	Utiliser un logiciel de version de code pour assurer l’intégration du modèle
148	0	8	Rédiger une note méthodologique afin de communiquer sa démarche de modélisation
148	0	8	Enrichir les réalisations d'autres membres de la communauté de professionnels
188	0	1	Définir le cadre de votre formation
188	0	2	Utiliser des librairies python pour réaliser une analyse de données exploratoire
188	0	2	Effectuer une analyse statistique univariée
188	0	3	Effectuer une analyse statistique multivariée
188	0	3	Effectuer des opérations de nettoyage sur des données structurées
188	0	3	Communiquer ses résultats à l’aide de représentations graphiques lisibles et pertinentes
188	0	4	Transformer les variables pertinentes pour un modèle supervisé classique
188	0	4	Adapter les hyperparamètres d’un modèle d’apprentissage supervisé classique
188	0	4	Evaluer les performances d’un modèle supervisé classique
188	0	4	Entraîner un modèle supervisé classique qui répond aux attentes des métiers
188	0	5	Mettre en place le modèle d'apprentissage non supervisé adapté au problème métier
188	0	5	Transformer les variables pertinentes d'un modèle d'apprentissage non supervisé
188	0	5	Évaluer les performances d’un modèle d'apprentissage non supervisé
188	0	5	Adapter les hyperparamètres d'un algorithme non supervisé afin de l'améliorer
188	0	6	Visualiser des données de grandes dimensions
188	0	6	Effectuer un pré-traitement de données non structurées
188	0	6	Utiliser des techniques de réduction de la dimension
188	0	6	Collecter des données venant d’une API qui correspondent à un besoin défini
188	0	7	Entraîner un modèle Deep Learning sur des données textuelles
188	0	7	Évaluer la performance d’un modèle de Deep Learning sur des données textuelles
188	0	7	Sélectionner les méthodes de prétraitement du texte pour un modèle de Deep Learning
188	0	7	Choisir la méthode de plongement de mots pertinente pour un modèle de Deep Learning
188	0	8	Manipuler un jeu de données volumineux
188	0	8	Evaluer la performance d’un modèle de Deep Learning sur des images
188	0	8	Utiliser des techniques d’augmentation des données
188	0	8	Entraîner un modèle de Deep Learning sur des images
188	0	9	Sélectionner l’architecture logicielle permettant de répondre au besoin métier
188	0	9	Concevoir des scripts permettant d’exécuter une chaîne de traitements IA bout-en-bout
188	0	10	Piloter la performance du modèle en production
188	0	10	Intégrer une chaîne de traitement IA dans un outil informatique via Git
188	0	10	Intégrer la sortie du modèle dans un produit informatique fini
188	0	11	Planifier des réponses adéquates en regard des risques projets significatifs
188	0	11	Identifier les enjeux éthiques et légaux relatifs à la collecte des données personnelles
188	0	11	Identifier les ressources humaines, techniques et financières d'un projet IA
97	0	1	Définir le cadre de votre formation
97	0	2	Communiquer ses idées visuellement
97	0	2	Communiquer en utilisant le vocabulaire UX
97	0	2	Faire une présentation convaincante en utilisant la narration et le storytelling
97	0	2	Appliquer l'approche centrée sur l'humain
97	0	3	Appliquer la psychologie au design
97	0	3	Créer des personas pertinents
97	0	3	Rédiger les supports d'étude et animer des entretiens individuels et focus groups
97	0	3	Réaliser des UX Map
97	0	3	Analyser les usages réels et les synthétiser
97	0	3	Identifier les enseignements et les limites d'une étude utilisateurs
97	0	3	Identifier les besoins utilisateurs par la conduite d'observations in situ
97	0	4	Utiliser des données pour faire des recommandations UX
97	0	4	Représenter des données avec le design d'information
97	0	4	Utiliser et interpréter des données analytiques pour réaliser une interface
97	0	5	Réaliser une veille et un benchmark concurrentiel sur un projet
97	0	5	Réaliser des tests d'utilisabilité
97	0	5	Auditer l'expérience utilisateur d'un service digital
97	0	6	Appliquer une ou plusieurs méthodes de design thinking en atelier de co-conception
97	0	6	Préparer, animer et faciliter un atelier de co-conception
97	0	6	Formaliser un parcours ou un écran rapidement
97	0	7	Tester des parcours et des fonctionnalités
97	0	7	Livrer des composants et spécifications graphiques
97	0	7	Concevoir un prototype cliquable
97	0	7	Concevoir des wireframes web ou mobile
97	0	7	Travailler l'architecture de l'information, le zoning et la structure de l'écran
97	0	7	Réaliser des livrables de qualité et cohérents
97	0	8	Analyser les données d'entrée d'un projet et intégrer la connaissance du client
97	0	8	Proposer une méthodologie UX et sélectionner des outils et logiciels adaptés à un projet
97	0	8	Prendre en compte l'expérience client et utilisateur
97	0	8	Créer un business modèle canvas et définir la promesse de service
97	0	9	Construire une roadmap projet
97	0	9	Intégrer le Lean UX dans un environnement Agile
97	0	9	Définir et réaliser un MVP
97	0	10	Développer son réseau professionnel
97	0	10	Créer son portfolio et présenter des études de cas
594	0	1	Définir le cadre de votre formation
594	0	2	Intégrer des éléments sur une page web en utilisant les fondamentaux de HTML
594	0	3	Implémenter une interface responsive avec HTML et CSS
594	0	3	Installer un environnement de développement front-end
594	0	3	Intégrer du contenu conformément à une maquette avec HTML et CSS
594	0	4	Versionner son projet avec Git et Github
594	0	4	Mettre en œuvre des animations CSS
594	0	4	Intégrer une maquette en mobile-first
594	0	5	Programmer en utilisant les fondamentaux de JavaScript
594	0	6	Gérer les événements utilisateurs avec JavaScript
594	0	6	Manipuler les éléments du DOM avec JavaScript
594	0	6	Récupérer les données utilisateurs dans le JavaScript via des formulaires
594	0	7	Présenter la solution technique
594	0	7	Mettre en place une méthode de veille technologique
594	0	7	Suivre le déroulement du projet grâce à un outil de gestion de projet
594	0	7	Rédiger les spécifications techniques d'un projet web à partir de besoins fonctionnels
594	0	7	Découper une fonctionnalités en tâches pour préparer le développement
594	0	8	Initialiser une application avec Create React App
594	0	8	Configurer la navigation entre les pages de l'application avec React Router
594	0	8	Développer des éléments de l'interface d'un site web grâce à des composants React
594	0	9	Optimiser la performance d'un site web
594	0	10	Rédiger un cahier de recette pour tester un site
594	0	10	Débugger un site web grâce aux Chrome DevTools
594	0	11	Implémenter la gestion des données avec Redux pour assurer le fonctionnement du front
594	0	11	Configurer des routes API pour la communication client / serveur
594	0	11	Afficher les données du back end sur l'interface via des appels API
594	0	12	Déployer un site statique en ligne
595	0	1	Définir le cadre de votre formation
595	0	2	Intégrer des éléments sur une page web en utilisant les fondamentaux de HTML
595	0	3	Intégrer du contenu conformément à une maquette avec HTML et CSS
595	0	4	Installer un environnement de développement WordPress
595	0	4	Créer une page web avec un page builder
595	0	4	Configurer un site WordPress grâce à un thème
595	0	5	Développer en PHP en utilisant les fondamentaux du langage
595	0	6	Versionner son projet avec Git et Github
595	0	6	Personnaliser un thème enfant sur WordPress avec PHP
595	0	6	Personnaliser un template WordPress conformément à une maquette avec HTML et CSS
595	0	7	Optimiser les performances et le référencement d'un site Wordpress
595	0	8	Programmer en utilisant les fondamentaux de JavaScript
595	0	9	Mettre en œuvre des animations CSS
595	0	9	Manipuler des éléments du DOM avec JavaScript
595	0	10	Tester le fonctionnement et la performance d'un site WordPress
595	0	10	Débugger le code d'un site WordPress grâce à wp-debug
595	0	11	Rendre des templates de contenu dynamiques en utilisant les données du back-office
595	0	11	Mettre en place des structures de données et des champs configurables
595	0	12	Présenter la solution technique au client
595	0	12	Rédiger les spécifications techniques d'un projet Wordpress
595	0	12	Découper une fonctionnalités en tâches pour préparer le développement
595	0	12	Suivre le déroulement du projet grâce à un outil de gestion de projet
595	0	12	Mettre en place une méthode de veille technologique
595	0	13	Déployer un site WordPress sur un hébergeur pour le rendre accessible en ligne
717	0	1	Définir le cadre de votre formation
717	0	2	Implémenter une interface responsive avec HTML et CSS
717	0	2	Installer un environnement de développement front-end
717	0	2	Intégrer du contenu conformément à une maquette avec HTML et CSS
717	0	2	Versionner son projet avec Git et Github
717	0	3	Gérer les événements utilisateurs avec JavaScript
717	0	3	Manipuler les éléments du DOM avec JavaScript
717	0	3	Récupérer les données utilisateurs dans le JavaScript via des formulaires
717	0	4	Découper une fonctionnalités en tâches pour préparer le développement
717	0	4	Mettre en place une méthode de veille technologique
717	0	4	Suivre le déroulement du projet grâce à un outil de gestion de projet
717	0	4	Présenter la solution technique
717	0	4	Rédiger les spécifications techniques d'un projet web à partir de besoins fonctionnels
717	0	5	Rédiger un cahier de recette pour tester un site
717	0	5	Débugger un site web grâce aux Chrome DevTools
717	0	5	Optimiser les performances d’un site web
717	0	6	Initialiser une application avec Create React App
717	0	6	Configurer la navigation entre les pages de l'application avec React Router
717	0	6	Développer des éléments de l'interface d'un site web grâce à des composants React
717	0	7	Stocker des données de manière sécurisée
717	0	7	Mettre en œuvre des opérations CRUD de manière sécurisée
717	0	7	Implémenter un modèle logique de données conformément à la réglementation
717	0	8	Déployer un site statique en ligne
500	0	1	Définir le cadre de votre formation
500	0	2	Rédiger une documentation à l'intention d'utilisateurs non spécialistes
500	0	2	Adapter un thème Wordpress pour respecter les exigences du client
500	0	2	Sélectionner un thème Wordpress adapté aux besoins du client
500	0	3	Choisir une solution technique adaptée parmi les solutions existantes si cela est pertinent
500	0	3	Rédiger les spécifications détaillées du projet
500	0	3	Analyser un cahier des charges
500	0	3	Lister les fonctionnalités demandées par un client
500	0	4	Réaliser des schémas UML cohérents et en accord avec les besoins énoncés
500	0	4	Réaliser un schéma de conception de la base de données de l’application
500	0	4	Implémenter le schéma de données dans la base
500	0	4	Concevoir la solution technique d’une application à l’aide de diagrammes UML
500	0	5	Proposer un code propre et facilement évolutif
500	0	5	Estimer une tâche et tenir les délais
500	0	5	Créer une page web permettant de recueillir les informations saisies par un internaute
500	0	5	Conceptualiser l'ensemble de son application en décrivant sa structure (Entités / Domain Objects)
500	0	5	Gérer ses données avec une base de données
500	0	5	Assurer le suivi qualité d’un projet
500	0	5	Choisir une solution technique adaptée parmi les solutions existantes si cela est pertinent
500	0	5	Rédiger les spécifications détaillées du projet
500	0	5	Créer et maintenir l’architecture technique du site
500	0	5	Analyser un cahier des charges
500	0	6	Développer une application proposant les fonctionnalités attendues par le client
500	0	6	Prendre en main le framework Symfony
500	0	6	Sélectionner les langages de programmation adaptés pour le développement de l’application
500	0	6	Respecter les bonnes pratiques de développement en vigueur
500	0	6	Prendre en main le moteur de templating Twig
500	0	6	Organiser son code pour garantir la lisibilité et la maintenabilité
500	0	6	Gérer une base de données MySQL ou NoSQL avec Doctrine
500	0	7	Suivre la qualité d’un projet
500	0	7	Lancer une authentification à chaque requête HTTP
500	0	7	Produire une documentation technique
500	0	7	Exposer une API REST avec Symfony
500	0	7	Concevoir une architecture efficace et adaptée
500	0	7	Analyser et optimiser les performances d’une application
500	0	8	Établir un plan pour réduire la dette technique d’une application
500	0	8	Proposer une série d’améliorations
500	0	8	Fournir des patchs correctifs lorsque les tests le suggèrent
500	0	8	Analyser la qualité de code et la performance d’une application
500	0	8	Produire un rapport de l’exécution des tests
500	0	8	Mettre en œuvre des tests unitaires et fonctionnels
500	0	8	Lire et retranscrire le fonctionnement d’un morceau de code écrit par d’autres développeurs
500	0	8	Implémenter de nouvelles fonctionnalités au sein d’une application déjà initiée en suivant un plan de collaboration clair
500	0	9	Mettre en place un tableau de bord de veille technologique
500	0	9	Sélectionner des sources d’information pertinentes pour un certain ensemble de technologies
501	0	1	Définir le cadre de votre formation
501	0	2	Versionner son projet et travailler en collaboration
501	0	3	Programmer en orienté objet avec Swift
501	0	4	Mettre en place une architecture adaptée à son projet
501	0	4	Interpréter les gestes sur un écran tactile
501	0	4	Créer un design responsive à partir d'un mockup
501	0	5	Créer une architecture logicielle MVC
501	0	5	Effectuer une suite de tests unitaires et d’intégration
501	0	5	Corriger des dysfonctionnements sur une application
501	0	5	Apporter des améliorations de fonctionnalités à une application
501	0	6	Analyser un besoin client
501	0	6	Sélectionner une solution technique adaptée
501	0	6	Rédiger les spécifications détaillées d'un projet
501	0	6	Lister les fonctionnalités demandées par un client
501	0	7	Implémenter le schéma de données dans la base
501	0	7	Préparer la planification d’un projet
501	0	7	Réaliser un schéma de conception de la base de données de l’application
501	0	7	Décrire un domaine fonctionnel avec UML
501	0	7	Concevoir la solution technique d’une application à l’aide de diagrammes UML
501	0	8	Produire une documentation technique et fonctionnelle de l’application
501	0	9	Coder une application multi-pages avec Swift
501	0	9	Effectuer des appels réseaux standards avec Swift
501	0	9	Faire des tests unitaires
501	0	10	Gérer une Table View
501	0	10	Sauvegarder des données avec un ORM
501	0	10	Utiliser une librairie open source
501	0	10	Respecter les standards de sécurité et de Green Code
501	0	10	Rendre accessible une application
501	0	10	Utiliser le delegate pattern
501	0	11	Mettre en place un tableau de bord de veille technologique
501	0	11	Sélectionner des sources d’information pertinentes pour un certain ensemble de technologies
501	0	12	Savoir mettre en place une solution de déploiement
501	0	12	Mobiliser ses compétences au profit de la réalisation d’un projet
501	0	12	Savoir mettre en place des outils de monitoring de performance ou d’analytics
511	0	1	Définir le cadre de votre formation
511	0	2	Fournir des patchs correctifs lorsque le rapport de l’exécution des tests le suggère
511	0	2	Produire un rapport d'exécution de tests
511	0	3	Mettre en oeuvre des tests unitaires
511	0	3	Mettre en œuvre des tests d'intégration
511	0	4	Utiliser des patrons de conception
511	0	4	Mettre en place un tableau de bord de veille technologique
511	0	4	Construire une application accessible
511	0	4	Sélectionner les langages de programmation adaptés pour le développement de l’application
511	0	4	Développer une application proposant les fonctionnalités attendues par le client
511	0	4	Respecter les bonnes pratiques de développement en vigueur
511	0	5	Implémenter le schéma de données dans la base
511	0	5	Réaliser un schéma de conception de la base de données de l’application
511	0	5	Produire un rapport de l’exécution des tests
511	0	5	Concevoir l'architecture technique d'une application à l'aide de diagramme UML
511	0	5	Générer un APK signé et sécurisé
511	0	6	Analyser un besoin client
511	0	6	Sélectionner une solution technique adaptée
511	0	6	Rédiger les spécifications détaillées d'un projet
511	0	6	Lister les fonctionnalités demandées par un client
511	0	7	Modifier les paramètres d'un projet Android
511	0	7	Développer une application sécurisée
511	0	7	Développer une application implémentant du green code
511	0	7	Définir et appliquer un thème global
511	0	7	Afficher du contenu multilingue
511	0	7	Créer, gérer et afficher des fragments d'interface
511	0	7	Créer et afficher un menu
511	0	7	Afficher une liste de données avec une RecyclerView et un Adapter
511	0	8	Implémenter le schéma de données dans la base
511	0	8	Préparer la planification d’un projet
511	0	8	Réaliser un schéma de conception de la base de données de l’application
511	0	8	Décrire un domaine fonctionnel avec UML
511	0	8	Concevoir la solution technique d’une application à l’aide de diagrammes UML
511	0	9	Apporter des améliorations de fonctionnalités demandées par le client
511	0	9	Compléter une suite de tests unitaires et d’intégration afin de prendre en compte les modifications apportées
511	0	9	Personnaliser la barre d'outils
511	0	9	Corriger des dysfonctionnements signalés par le client sur l’application
511	0	9	Créer une vue personnalisée
511	0	9	Exposer du contenu à des applications tierces
511	0	9	Gérer et afficher des messages de notification
511	0	9	Stocker et récupérer les informations dans la base de données en langage SQL
511	0	9	Créer et configurer une base de données SQLite
511	0	10	Produire une documentation technique et fonctionnelle de l’application
512	0	1	Mettre en place un tableau de bord de veille technologique
512	0	1	Définir le cadre de votre formation
512	0	2	Utiliser le CRM pour améliorer la performance d'une entreprise
512	0	2	Réaliser l'audit de configurations existantes
512	0	2	Mettre à jour une GUI Lightning
512	0	2	Améliorer les processus d'une entreprise en utilisant un système d'automatisation
512	0	2	Mettre à jour des configurations existantes
512	0	3	Définir un modèle de données et ses règles métier
512	0	3	Concevoir une solution et ses spécifications en fonction des besoins d'un client
512	0	3	Choisir la solution appropriée à un problème technique
512	0	3	Analyser les besoins d'un client ou d'utilisateurs finaux
512	0	4	Comprendre le langage de programmation Java
512	0	4	Construire un projet de code collaboratif
512	0	5	Mettre en œuvre des tests unitaires
512	0	5	Fournir des patchs correctifs lorsque le rapport de l’exécution des tests le suggère
